Gene,log2FoldChange,pvalue,padj,logpvalue,significance
CIB2,-0.1167,0.475,0.9994,0.32330639,Not Significant
IDH3A,0.1577,0.2596,0.9994,0.585695312,Not Significant
ACSBG1,0.2393,0.4608,0.9994,0.33648753,Not Significant
DNAJA4,0.1534,0.6538,0.9994,0.184555084,Not Significant
WDR61,0.2026,0.4048,0.9994,0.392759496,Not Significant
CRABP1,-0.03917,0.9182,0.9994,0.037062712,Not Significant
IREB2,0.08248,0.4922,0.9994,0.307858391,Not Significant
AGPHD1,-0.2681,0.4611,0.9994,0.336204878,Not Significant
PSMA4,0.06619,0.7212,0.9994,0.141944282,Not Significant
CHRNA5,0.1033,0.6915,0.9994,0.160207816,Not Significant
CHRNA3,0.1094,0.7519,0.9994,0.123839915,Not Significant
CHRNB4,0.2838,0.455,0.9994,0.341988603,Not Significant
ADAMTS7,-0.2174,0.5031,0.9994,0.298345683,Not Significant
MORF4L1,0.02688,0.8697,0.9994,0.06063053,Not Significant
TMED3,-0.1628,0.5535,0.9994,0.256882375,Not Significant
MTHFS,-0.2757,0.4674,0.9994,0.330311292,Not Significant
ST20,-0.3859,0.1494,0.9994,0.825649403,Not Significant
C15orf37,-0.04065,0.8497,0.9994,0.070734382,Not Significant
ZFAND6,0.09149,0.3109,0.9994,0.507379278,Not Significant
ARNT2,0.2105,0.1441,0.9994,0.841336019,Not Significant
FAM108C1,0.1595,0.421,0.9994,0.375717904,Not Significant
KIAA1199,-0.4353,0.1481,0.9994,0.829444941,Not Significant
MESDC2,-0.1266,0.7097,0.9994,0.148925195,Not Significant
MESDC1,0.04038,0.8477,0.9994,0.071757817,Not Significant
C15orf26,0.1417,0.7139,0.9994,0.146362618,Not Significant
IL16,-0.08838,0.765,0.9994,0.116338565,Not Significant
STARD5,-0.1599,0.6539,0.9994,0.184488663,Not Significant
TMC3,-0.2935,0.385,0.9994,0.41453927,Not Significant
MEX3B,0.05971,0.7419,0.9994,0.129654629,Not Significant
EFTUD1,-0.1109,0.6165,0.9994,0.210066919,Not Significant
FAM154B,0.3793,0.3143,0.9994,0.502655619,Not Significant
GOLGA6L9,-0.02368,0.9507,0.9994,0.021956506,Not Significant
CPEB1,0.1968,0.6132,0.9994,0.212397854,Not Significant
LOC283692,-0.08281,0.7365,0.9994,0.132827249,Not Significant
AP3B2,0.2207,0.4464,0.9994,0.350275814,Not Significant
LOC338963,0.458,0.2404,0.9994,0.619065537,Not Significant
LOC283693,-0.02439,0.9438,0.9994,0.025120027,Not Significant
FSD2,-0.09431,0.8054,0.9994,0.093988375,Not Significant
WHAMM,-0.1324,0.6343,0.9994,0.197705289,Not Significant
HOMER2,-0.4444,0.1431,0.9994,0.844360366,Not Significant
FAM103A1,0.1052,0.666,0.9994,0.176525771,Not Significant
C15orf40,-0.1105,0.5214,0.9994,0.282828973,Not Significant
BTBD1,0.04301,0.7102,0.9994,0.148619332,Not Significant
TM6SF1,0.1488,0.4524,0.9994,0.344477404,Not Significant
HDGFRP3,0.1046,0.6211,0.9994,0.206838471,Not Significant
SH3GL3,0.2892,0.3406,0.9994,0.467755356,Not Significant
LOC648809,0.6189,0.1126,0.9994,0.948461609,Not Significant
LOC440300,0.01189,0.9758,0.9994,0.010639186,Not Significant
LOC388152,-0.1294,0.7214,0.9994,0.141823862,Not Significant
DNM1P41,0.04977,0.8949,0.9994,0.048225492,Not Significant
GOLGA6L5,0.2384,0.5368,0.9994,0.270187493,Not Significant
UBE2Q2P1,-0.4454,0.232,0.9994,0.634512015,Not Significant
LOC100506874,-0.1995,0.6085,0.9994,0.215739417,Not Significant
SCAND2,0.2855,0.2269,0.9994,0.644165504,Not Significant
ALPK3,0.06646,0.8542,0.9994,0.068440433,Not Significant
PDE8A,-0.2086,0.3446,0.9994,0.462684727,Not Significant
AKAP13,-0.09459,0.6971,0.9994,0.156704917,Not Significant
KLHL25,0.2355,0.2662,0.9994,0.574791949,Not Significant
AGBL1,0.6089,0.1116,0.9994,0.952335805,Not Significant
LINC00052,-0.2498,0.5127,0.9994,0.290136683,Not Significant
NTRK3,-0.1456,0.605,0.9994,0.218244625,Not Significant
MRPL46,0.1047,0.4241,0.9994,0.372531728,Not Significant
MRPS11,0.1455,0.529,0.9994,0.276544328,Not Significant
AEN,0.09866,0.7172,0.9994,0.144359719,Not Significant
ISG20,0.1385,0.7187,0.9994,0.143452355,Not Significant
ABHD2,0.0313,0.8787,0.9994,0.056159374,Not Significant
RLBP1,-0.135,0.7288,0.9994,0.137391636,Not Significant
FANCI,-0.3274,0.351,0.9994,0.454692884,Not Significant
POLG,-0.02103,0.913,0.9994,0.039529222,Not Significant
LOC254559,0.3809,0.2177,0.9994,0.662141571,Not Significant
RHCG,-0.1787,0.6079,0.9994,0.216167857,Not Significant
LOC283761,0.2198,0.5138,0.9994,0.2892059,Not Significant
KIF7,-0.3229,0.1982,0.9994,0.70289635,Not Significant
PLIN1,0.04546,0.9077,0.9994,0.042057665,Not Significant
PEX11A,0.03661,0.9241,0.9994,0.03428103,Not Significant
WDR93,0.1103,0.7711,0.9994,0.112889297,Not Significant
MESP1,-0.1483,0.6839,0.9994,0.165007396,Not Significant
ANPEP,-0.314,0.4232,0.9994,0.373454341,Not Significant
AP3S2,0.04861,0.8026,0.9994,0.095500845,Not Significant
C15orf38,-0.2246,0.3132,0.9994,0.504178247,Not Significant
ZNF710,0.1187,0.5448,0.9994,0.263762901,Not Significant
IDH2,-0.07526,0.693,0.9994,0.159266765,Not Significant
SEMA4B,-0.09121,0.5946,0.9994,0.225775095,Not Significant
CIB1,-0.02577,0.9132,0.9994,0.039434097,Not Significant
C15orf58,0.08055,0.8326,0.9994,0.079563593,Not Significant
TTLL13,0.3408,0.3452,0.9994,0.461929213,Not Significant
NGRN,0.2175,0.3472,0.9994,0.459420283,Not Significant
GABARAPL3,0.02731,0.9444,0.9994,0.024844022,Not Significant
ZNF774,0.1071,0.7411,0.9994,0.130123187,Not Significant
BLM,-0.2589,0.484,0.9994,0.315154638,Not Significant
FURIN,-0.4387,0.1819,0.9994,0.740167301,Not Significant
FES,-0.4743,0.224,0.9994,0.649751982,Not Significant
HDDC3,0.1866,0.5311,0.9994,0.274823699,Not Significant
RCCD1,-0.03028,0.9153,0.9994,0.038436538,Not Significant
VPS33B,0.07803,0.4948,0.9994,0.305570309,Not Significant
SV2B,0.138,0.7163,0.9994,0.144905049,Not Significant
FAM174B,-0.1853,0.532,0.9994,0.274088368,Not Significant
LOC100507217,-0.03719,0.8646,0.9994,0.063184769,Not Significant
CHD2,0.06883,0.7921,0.9994,0.101219987,Not Significant
RGMA,0.1846,0.5045,0.9994,0.297138829,Not Significant
LOC400456,-0.2416,0.5142,0.9994,0.288867928,Not Significant
NR2F2,0.04056,0.7526,0.9994,0.123435786,Not Significant
SPATA8,-0.05914,0.7897,0.9994,0.102537862,Not Significant
ARRDC4,0.1739,0.5303,0.9994,0.275478373,Not Significant
IGF1R,-0.01849,0.9409,0.9994,0.026456531,Not Significant
SYNM,-0.1492,0.6607,0.9994,0.179995693,Not Significant
MEF2A,0.04934,0.7117,0.9994,0.147703034,Not Significant
DNM1P46,0.1833,0.64,0.9994,0.193820026,Not Significant
ADAMTS17,-0.2689,0.488,0.9994,0.311580178,Not Significant
CERS3,-0.325,0.3943,0.9994,0.404173223,Not Significant
LINS,0.1448,0.5394,0.9994,0.268089058,Not Significant
ASB7,0.03982,0.7693,0.9994,0.113904268,Not Significant
LRRK1,-0.4116,0.2523,0.9994,0.598082749,Not Significant
CHSY1,-0.3085,0.1765,0.9994,0.75325529,Not Significant
SELS,0.0259,0.8729,0.9994,0.059035507,Not Significant
SNRPA1,0.01961,0.9486,0.9994,0.02291688,Not Significant
PCSK6,0.269,0.3725,0.9994,0.428873723,Not Significant
TM2D3,0.008364,0.9792,0.9994,0.009128595,Not Significant
TARSL2,0.01115,0.9642,0.9994,0.015832873,Not Significant
WASH3P,-0.05065,0.8952,0.9994,0.048079926,Not Significant
POLR3K,0.0824,0.7469,0.9994,0.126737541,Not Significant
MPG,-0.2169,0.3257,0.9994,0.487182241,Not Significant
NPRL3,-0.2026,0.3067,0.9994,0.513286224,Not Significant
HBQ1,0.3824,0.2495,0.9994,0.60292945,Not Significant
LUC7L,-0.1812,0.6101,0.9994,0.214598975,Not Significant
ITFG3,-0.1175,0.6125,0.9994,0.212893907,Not Significant
RGS11,-0.07888,0.8308,0.9994,0.080503512,Not Significant
ARHGDIG,0.307,0.3532,0.9994,0.451979305,Not Significant
PDIA2,0.1371,0.7262,0.9994,0.138943755,Not Significant
AXIN1,-0.03514,0.8575,0.9994,0.066765871,Not Significant
MRPL28,0.08554,0.6131,0.9994,0.212468684,Not Significant
TMEM8A,-0.08783,0.637,0.9994,0.195860568,Not Significant
LOC100134368,-0.2868,0.3938,0.9994,0.404724288,Not Significant
NME4,-0.4014,0.1114,0.9994,0.953114809,Not Significant
DECR2,-0.1241,0.5018,0.9994,0.299469343,Not Significant
RAB11FIP3,0.07889,0.4901,0.9994,0.309715297,Not Significant
LINC00235,0.2499,0.5119,0.9994,0.29081487,Not Significant
SOLH,-0.1281,0.2412,0.9994,0.617622697,Not Significant
NHLRC4,0.1934,0.539,0.9994,0.268411235,Not Significant
PIGQ,-0.09454,0.6335,0.9994,0.198253381,Not Significant
RAB40C,0.1007,0.6117,0.9994,0.21346152,Not Significant
WFIKKN1,0.1102,0.7293,0.9994,0.137093786,Not Significant
C16orf13,-0.1003,0.572,0.9994,0.242603971,Not Significant
FAM195A,0.04746,0.8594,0.9994,0.065804651,Not Significant
WDR90,-0.2268,0.4758,0.9994,0.322575562,Not Significant
RHOT2,-0.2106,0.4274,0.9994,0.369165482,Not Significant
STUB1,0.02119,0.9204,0.9994,0.03602339,Not Significant
JMJD8,0.0319,0.8765,0.9994,0.05724808,Not Significant
WDR24,0.2341,0.1109,0.9994,0.955068454,Not Significant
FBXL16,0.2592,0.3636,0.9994,0.439376125,Not Significant
METRN,-0.04118,0.8943,0.9994,0.048516769,Not Significant
FAM173A,0.04571,0.7726,0.9994,0.112045296,Not Significant
CCDC78,-0.1433,0.6987,0.9994,0.155709257,Not Significant
HAGHL,0.04066,0.889,0.9994,0.051098239,Not Significant
MSLN,-0.5265,0.1779,0.9994,0.749824052,Not Significant
RPUSD1,0.09664,0.613,0.9994,0.212539525,Not Significant
CHTF18,-0.33,0.2926,0.9994,0.533725678,Not Significant
GNG13,-0.07483,0.8372,0.9994,0.07717078,Not Significant
PRR25,0.08232,0.8292,0.9994,0.081340707,Not Significant
LMF1,-0.1395,0.5834,0.9994,0.234033575,Not Significant
SOX8,0.2014,0.5178,0.9994,0.285837954,Not Significant
C1QTNF8,-0.0605,0.8759,0.9994,0.057545474,Not Significant
CACNA1H,0.0917,0.7961,0.9994,0.099032376,Not Significant
TPSG1,0.153,0.6683,0.9994,0.175028539,Not Significant
UBE2I,-0.03296,0.8234,0.9994,0.084389137,Not Significant
BAIAP3,0.3961,0.2413,0.9994,0.617442678,Not Significant
C16orf42,0.1803,0.4006,0.9994,0.397289055,Not Significant
GNPTG,-0.1744,0.4572,0.9994,0.339893778,Not Significant
UNKL,-0.1371,0.614,0.9994,0.211831629,Not Significant
C16orf91,0.1195,0.6117,0.9994,0.21346152,Not Significant
CCDC154,-0.2634,0.4139,0.9994,0.383104574,Not Significant
CLCN7,-0.1092,0.3134,0.9994,0.503901008,Not Significant
TELO2,0.04476,0.8217,0.9994,0.085286713,Not Significant
IFT140,-0.06721,0.7522,0.9994,0.123666671,Not Significant
CRAMP1L,0.01862,0.9297,0.9994,0.031657169,Not Significant
HN1L,-0.08569,0.7632,0.9994,0.117361638,Not Significant
MAPK8IP3,0.1508,0.4322,0.9994,0.364315237,Not Significant
NME3,-0.08006,0.7866,0.9994,0.104246058,Not Significant
MRPS34,-0.0417,0.8376,0.9994,0.076963331,Not Significant
EME2,-0.1345,0.681,0.9994,0.166852888,Not Significant
NUBP2,0.1049,0.5612,0.9994,0.250882338,Not Significant
IGFALS,0.257,0.405,0.9994,0.392544977,Not Significant
HAGH,0.153,0.3614,0.9994,0.442011852,Not Significant
FAHD1,0.1899,0.5763,0.9994,0.23935138,Not Significant
C16orf73,-0.2674,0.4924,0.9994,0.307681956,Not Significant
HS3ST6,-0.4886,0.1766,0.9994,0.753009301,Not Significant
SEPX1,-0.0525,0.8911,0.9994,0.050073556,Not Significant
NDUFB10,0.05872,0.7362,0.9994,0.133004187,Not Significant
SNHG9,-0.2741,0.2569,0.9994,0.590235896,Not Significant
SNORA78,0.01928,0.9562,0.9994,0.019451261,Not Significant
TBL3,0.01728,0.8915,0.9994,0.049878652,Not Significant
GFER,-0.1162,0.6645,0.9994,0.177505015,Not Significant
SYNGR3,0.2177,0.4778,0.9994,0.320753855,Not Significant
ZNF598,-0.03292,0.9004,0.9994,0.045564514,Not Significant
NPW,-0.2415,0.5361,0.9994,0.270754193,Not Significant
SLC9A3R2,-0.5364,0.1499,0.9994,0.824198367,Not Significant
NTHL1,0.03278,0.8276,0.9994,0.082179518,Not Significant
TSC2,-0.08248,0.6666,0.9994,0.176134691,Not Significant
RAB26,0.1859,0.6042,0.9994,0.218819279,Not Significant
SNORD60,-0.2231,0.566,0.9994,0.247183569,Not Significant
TRAF7,-0.04263,0.7265,0.9994,0.138764381,Not Significant
CASKIN1,0.4036,0.1288,0.9994,0.890084137,Not Significant
MLST8,0.06557,0.5345,0.9994,0.27205229,Not Significant
C16orf79,-0.08121,0.8202,0.9994,0.086080235,Not Significant
PGP,-0.04692,0.8141,0.9994,0.089322245,Not Significant
E4F1,0.05547,0.8248,0.9994,0.083651348,Not Significant
DNASE1L2,0.4254,0.1613,0.9994,0.792365633,Not Significant
ECI1,-0.07362,0.757,0.9994,0.12090412,Not Significant
RNPS1,0.05185,0.6107,0.9994,0.21417208,Not Significant
ABCA3,0.1309,0.4874,0.9994,0.312114475,Not Significant
ABCA17P,-0.1744,0.641,0.9994,0.19314197,Not Significant
CCNF,-0.1352,0.3828,0.9994,0.417028071,Not Significant
C16orf59,-0.1723,0.387,0.9994,0.412289035,Not Significant
NTN3,-0.3119,0.347,0.9994,0.459670525,Not Significant
TBC1D24,0.1564,0.2796,0.9994,0.553462833,Not Significant
ATP6V0C,0.1053,0.5935,0.9994,0.226579277,Not Significant
AMDHD2,-0.2635,0.4098,0.9994,0.387428046,Not Significant
CEMP1,-0.2322,0.4392,0.9994,0.357337669,Not Significant
LOC652276,0.05892,0.826,0.9994,0.083019953,Not Significant
FLJ42627,0.07645,0.8328,0.9994,0.079459283,Not Significant
ERVK13-1,-0.007835,0.9772,0.9994,0.010016542,Not Significant
KCTD5,0.1903,0.3565,0.9994,0.447940466,Not Significant
PRSS27,0.1742,0.4192,0.9994,0.377578726,Not Significant
LOC100128788,-0.1423,0.66,0.9994,0.180456064,Not Significant
SRRM2,-0.167,0.6399,0.9994,0.19388789,Not Significant
TCEB2,0.04814,0.7786,0.9994,0.108685601,Not Significant
PRSS33,-0.01999,0.9583,0.9994,0.018498512,Not Significant
FLYWCH2,0.05651,0.7742,0.9994,0.111146833,Not Significant
FLYWCH1,0.1304,0.4757,0.9994,0.322666849,Not Significant
KREMEN2,0.02888,0.9106,0.9994,0.040672354,Not Significant
PAQR4,0.3101,0.2156,0.9994,0.666351243,Not Significant
PKMYT1,-0.3188,0.3655,0.9994,0.437112619,Not Significant
LINC00514,-0.1264,0.7407,0.9994,0.130357655,Not Significant
CLDN9,0.1812,0.644,0.9994,0.191114133,Not Significant
CLDN6,-0.1343,0.7309,0.9994,0.136142038,Not Significant
HCFC1R1,-0.2544,0.215,0.9994,0.66756154,Not Significant
THOC6,-0.04598,0.8592,0.9994,0.065905732,Not Significant
CCDC64B,0.2795,0.4744,0.9994,0.32385532,Not Significant
MMP25,-0.342,0.3014,0.9994,0.520856752,Not Significant
ZSCAN10,0.491,0.2105,0.9994,0.6767479,Not Significant
MGC3771,0.1766,0.5016,0.9994,0.299642472,Not Significant
ZNF205,0.071,0.6532,0.9994,0.184953824,Not Significant
OR1F2P,0.2274,0.5465,0.9994,0.262409834,Not Significant
ZNF200,0.324,0.3185,0.9994,0.496890563,Not Significant
FLJ39639,0.2438,0.534,0.9994,0.272458743,Not Significant
ZNF263,0.05369,0.8539,0.9994,0.068592986,Not Significant
TIGD7,0.2662,0.3834,0.9994,0.416347891,Not Significant
ZNF75A,0.2283,0.5112,0.9994,0.291409155,Not Significant
ZNF434,0.0808,0.7427,0.9994,0.129186576,Not Significant
ZNF174,0.1391,0.3494,0.9994,0.456677099,Not Significant
NAA60,0.1495,0.3405,0.9994,0.467882884,Not Significant
CLUAP1,0.123,0.6706,0.9994,0.173536451,Not Significant
NLRC3,-0.2757,0.2819,0.9994,0.549904924,Not Significant
SLX4,0.1482,0.5452,0.9994,0.263444153,Not Significant
TRAP1,-0.05074,0.8429,0.9994,0.074223946,Not Significant
CREBBP,-0.03542,0.8114,0.9994,0.090764997,Not Significant
ADCY9,0.1121,0.7006,0.9994,0.154529867,Not Significant
SRL,0.3012,0.4104,0.9994,0.386792648,Not Significant
LOC100507501,-0.05855,0.8285,0.9994,0.081707487,Not Significant
TFAP4,-0.3931,0.2854,0.9994,0.544546031,Not Significant
GLIS2,-0.372,0.2617,0.9994,0.582196277,Not Significant
PAM16,0.1259,0.6733,0.9994,0.171791386,Not Significant
CORO7,0.07851,0.7883,0.9994,0.103308473,Not Significant
DNAJA3,0.03164,0.8757,0.9994,0.05764465,Not Significant
NMRAL1,0.3728,0.334,0.9994,0.476253533,Not Significant
HMOX2,0.08102,0.6933,0.9994,0.1590788,Not Significant
C16orf5,0.04525,0.7952,0.9994,0.099523629,Not Significant
C16orf96,0.05445,0.8459,0.9994,0.072680975,Not Significant
FAM100A,0.1222,0.6263,0.9994,0.203217588,Not Significant
MGRN1,0.1057,0.4263,0.9994,0.370284667,Not Significant
NUDT16L1,0.05196,0.6926,0.9994,0.159517513,Not Significant
ANKS3,-0.01874,0.9236,0.9994,0.034516076,Not Significant
C16orf71,0.5104,0.1526,0.9994,0.816445466,Not Significant
ZNF500,0.1086,0.4804,0.9994,0.318397001,Not Significant
SEPT12,0.2161,0.5651,0.9994,0.247874693,Not Significant
LOC440335,0.3876,0.2992,0.9994,0.524038411,Not Significant
GLYR1,0.01134,0.9654,0.9994,0.015292706,Not Significant
UBN1,-0.009167,0.9443,0.9994,0.02489001,Not Significant
PPL,-0.4422,0.1484,0.9994,0.828566099,Not Significant
NAGPA,-0.1511,0.648,0.9994,0.188424994,Not Significant
LOC100507589,0.1306,0.7266,0.9994,0.138704606,Not Significant
C16orf89,-0.4409,0.2312,0.9994,0.63601217,Not Significant
ALG1,0.03651,0.9076,0.9994,0.042105513,Not Significant
FAM86A,-0.06764,0.8039,0.9994,0.094797971,Not Significant
RBFOX1,0.4752,0.2209,0.9994,0.655804284,Not Significant
TMEM114,-0.272,0.4873,0.9994,0.312203589,Not Significant
METTL22,0.108,0.6853,0.9994,0.164119268,Not Significant
ABAT,0.1272,0.5399,0.9994,0.267686673,Not Significant
TMEM186,0.2217,0.444,0.9994,0.35261703,Not Significant
PMM2,0.04276,0.8634,0.9994,0.063787956,Not Significant
CARHSP1,0.004387,0.9874,0.9994,0.005506877,Not Significant
USP7,0.04373,0.6858,0.9994,0.163802519,Not Significant
C16orf72,-0.1403,0.575,0.9994,0.240332155,Not Significant
ATF7IP2,-0.2753,0.2179,0.9994,0.66174277,Not Significant
EMP2,-0.3635,0.2578,0.9994,0.588717087,Not Significant
TEKT5,-0.168,0.6629,0.9994,0.178551981,Not Significant
NUBP1,0.03928,0.7843,0.9994,0.105517785,Not Significant
FAM18A,0.06677,0.856,0.9994,0.067526235,Not Significant
DEXI,0.05016,0.7252,0.9994,0.139542205,Not Significant
RMI2,-0.2337,0.5451,0.9994,0.263523818,Not Significant
LITAF,-0.1798,0.5115,0.9994,0.291154362,Not Significant
SNN,0.2763,0.1452,0.9994,0.838033384,Not Significant
TXNDC11,-0.07119,0.5915,0.9994,0.228045251,Not Significant
ZC3H7A,-0.07207,0.3978,0.9994,0.400335221,Not Significant
RSL1D1,-0.1597,0.4676,0.9994,0.330125498,Not Significant
GSPT1,0.001068,0.99,0.9994,0.004364805,Not Significant
CPPED1,-0.03601,0.8698,0.9994,0.060580597,Not Significant
SHISA9,0.5053,0.12,0.9994,0.920818754,Not Significant
ERCC4,0.1532,0.543,0.9994,0.26520017,Not Significant
MKL2,-0.2947,0.1687,0.9994,0.772884917,Not Significant
PARN,-0.08786,0.6639,0.9994,0.177897331,Not Significant
BFAR,-0.06295,0.6388,0.9994,0.194635093,Not Significant
PLA2G10,0.1078,0.778,0.9994,0.109020403,Not Significant
ABCC6P2,-0.06434,0.8691,0.9994,0.06093025,Not Significant
NOMO1,-0.1618,0.161,0.9994,0.793174124,Not Significant
NPIP,0.3386,0.3372,0.9994,0.472112434,Not Significant
PDXDC1,0.1071,0.6394,0.9994,0.194227368,Not Significant
MPV17L,0.2561,0.5089,0.9994,0.293367549,Not Significant
KIAA0430,0.05447,0.7368,0.9994,0.132650383,Not Significant
FOPNL,-0.03911,0.802,0.9994,0.095825632,Not Significant
ABCC1,-0.2664,0.1636,0.9994,0.786216701,Not Significant
NOMO3,0.5496,0.1097,0.9994,0.959793372,Not Significant
PKD1P1,-0.09608,0.7452,0.9994,0.127727154,Not Significant
XYLT1,-0.1616,0.5254,0.9994,0.279509932,Not Significant
NOMO2,-0.03694,0.878,0.9994,0.056505484,Not Significant
ABCC6P1,-0.4403,0.2462,0.9994,0.608711951,Not Significant
RPS15A,-0.3137,0.2854,0.9994,0.544546031,Not Significant
ARL6IP1,0.01988,0.9111,0.9994,0.040433953,Not Significant
SMG1,-0.02152,0.9411,0.9994,0.026364227,Not Significant
TMC7,0.2447,0.2906,0.9994,0.53670439,Not Significant
COQ7,0.0784,0.8052,0.9994,0.094096234,Not Significant
TMC5,-0.173,0.6562,0.9994,0.182963774,Not Significant
GDE1,-0.1144,0.4926,0.9994,0.307505592,Not Significant
CCP110,0.2036,0.3583,0.9994,0.445753192,Not Significant
C16orf62,-0.1682,0.2917,0.9994,0.535063571,Not Significant
C16orf88,0.02198,0.9305,0.9994,0.031283623,Not Significant
IQCK,0.3246,0.1919,0.9994,0.716925025,Not Significant
GPRC5B,0.2295,0.214,0.9994,0.669586227,Not Significant
GPR139,0.413,0.2853,0.9994,0.544698228,Not Significant
ERI2,-0.06638,0.8271,0.9994,0.082441979,Not Significant
LOC81691,0.2141,0.1749,0.9994,0.757210191,Not Significant
LYRM1,0.1896,0.3691,0.9994,0.432855955,Not Significant
DNAH3,-0.1515,0.6986,0.9994,0.155771419,Not Significant
TMEM159,-0.08936,0.7284,0.9994,0.137630063,Not Significant
NPIPL3,-0.231,0.4909,0.9994,0.309006968,Not Significant
LOC100271836,-0.3574,0.3389,0.9994,0.469928431,Not Significant
METTL9,-0.1993,0.4691,0.9994,0.328734567,Not Significant
RRN3P1,-0.01546,0.9675,0.9994,0.014349026,Not Significant
PDZD9,0.5174,0.1215,0.9994,0.915423722,Not Significant
C16orf52,0.06773,0.6614,0.9994,0.179535809,Not Significant
VWA3A,0.4613,0.2173,0.9994,0.662940274,Not Significant
EEF2K,-0.2749,0.1876,0.9994,0.726767166,Not Significant
POLR3E,0.01134,0.9518,0.9994,0.0214543,Not Significant
CDR2,-0.1824,0.5663,0.9994,0.246953438,Not Significant
RRN3P3,0.2799,0.2871,0.9994,0.541966808,Not Significant
LOC641298,0.2425,0.4848,0.9994,0.314437389,Not Significant
LOC100132247,-0.2125,0.5461,0.9994,0.262727823,Not Significant
HS3ST2,-0.4807,0.2113,0.9994,0.675100503,Not Significant
USP31,-0.04083,0.6986,0.9994,0.155771419,Not Significant
SCNN1G,0.2942,0.4286,0.9994,0.367947833,Not Significant
SCNN1B,-0.04115,0.9139,0.9994,0.039101323,Not Significant
GGA2,-0.2253,0.3443,0.9994,0.463062977,Not Significant
EARS2,-0.09813,0.3801,0.9994,0.42010213,Not Significant
UBFD1,-0.07295,0.5884,0.9994,0.230327336,Not Significant
NDUFAB1,0.05887,0.7587,0.9994,0.119929916,Not Significant
